student_id,first_name,last_name,grade_level,class_period,quiz1,quiz2,midterm,project,final_exam,attendance_pct
S2341,Isabella,Johnson,11,1,72.8,77.2,80.0,85.8,90.6,94.8
S2342,Max,Young,11,1,73.8,84.6,80.9,90.8,80.3,100.0
S2343,Caleb,Brown,9,3,86.5,72.4,82.7,76.8,71.4,100.0
S2344,Grace,Novak,10,6,56.4,69.9,72.5,78.3,56.4,80.8
S2345,Mia,Johnson,10,1,98.6,97.9,96.5,97.1,81.1,88.0
S2346,Ruby,Lee,10,2,88.2,82.7,79.5,100.0,93.8,93.0
S2347,James,Thomas,9,3,82.4,78.8,70.4,71.8,67.1,95.1
S2348,Lily,Havel,9,2,68.6,66.6,70.0,77.5,81.1,89.8
S2349,Aria,Lee,9,3,70.7,81.5,76.9,84.1,64.6,92.7
S2350,Ethan,White,11,3,70.0,69.8,87.3,78.8,69.3,91.7
S2351,Caleb,Martinez,9,1,79.4,86.5,80.2,90.1,86.4,95.5
S2352,Adam,Jackson,10,3,50.9,66.1,68.1,72.4,65.9,84.7
S2353,Ryan,Ali,10,5,73.1,58.8,62.3,67.6,62.3,94.9
S2354,Aria,Hall,9,2,83.7,73.2,68.7,79.7,69.0,92.7
S2355,Zara,Nguyen,9,1,80.4,94.7,75.1,90.5,98.4,91.3
S2356,Max,Martinez,12,3,58.6,59.0,53.1,44.9,61.6,96.4
S2357,Jonas,Martin,12,5,100.0,97.3,100.0,100.0,100.0,89.6
S2358,Maya,Brown,9,6,72.8,79.2,86.6,99.8,99.8,91.9
S2359,Isabella,Thomas,9,2,70.2,69.0,70.0,73.3,76.1,92.0
S2360,Jack,Thomas,9,6,73.3,65.4,65.3,64.8,70.5,96.3
S2361,Daniel,Nguyen,10,5,76.6,79.2,72.6,73.6,82.6,90.9
S2362,Mila,Thomas,12,2,77.9,81.5,88.6,96.2,91.9,96.8
S2363,Lily,Wilson,9,5,72.4,61.5,63.0,83.3,63.7,90.4
S2364,Dylan,Patel,12,3,98.2,77.2,88.5,80.7,98.0,82.4
S2365,Adam,Taylor,12,2,75.9,73.3,76.9,90.3,84.6,94.8
S2366,Caleb,Johnson,9,5,89.8,93.0,99.4,96.4,90.9,91.3
S2367,Oliver,Klein,11,5,67.9,79.5,70.6,81.4,87.9,93.2
S2368,Mason,Nguyen,11,6,70.1,74.9,88.2,80.8,73.4,94.7
S2369,Jonas,Johnson,11,5,66.5,54.1,51.8,66.0,54.0,97.7
S2370,Jonas,Chen,9,1,69.9,85.2,75.7,82.0,74.3,86.8
S2371,Daniel,Thomas,10,6,63.2,71.7,77.1,82.3,68.4,99.8
S2372,Elena,Smith,10,6,86.7,99.1,87.7,87.8,94.5,95.9
S2373,Daniel,Thomas,9,6,66.8,57.8,59.9,54.6,74.5,85.3
S2374,Mason,Rodriguez,10,4,99.3,93.3,93.0,88.6,100.0,92.6
S2375,Maya,Martinez,11,6,67.6,61.2,79.6,66.5,52.6,89.3
S2376,Adam,Martin,9,3,93.1,95.3,100.0,100.0,94.3,100.0
S2377,Dylan,Rodriguez,11,2,68.8,72.8,76.6,82.3,84.0,93.0
S2378,Emma,Lewis,10,6,67.3,62.4,45.6,60.5,65.8,89.7
S2379,Ryan,Ali,11,2,87.4,77.4,79.3,90.3,63.2,100.0
S2380,Dylan,Garcia,11,4,95.3,100.0,100.0,88.1,93.1,89.4
S2381,Ivy,Lee,9,5,80.1,71.8,86.4,86.4,97.7,87.3
S2382,Chloe,Martinez,11,6,98.2,87.1,100.0,100.0,100.0,91.3
S2383,Dylan,Jackson,11,3,88.8,80.1,91.1,83.2,88.8,85.7
S2384,Adam,Havel,10,1,69.4,75.0,81.8,66.0,58.2,83.7
S2385,Sofia,Nguyen,12,4,88.5,94.5,100.0,100.0,100.0,88.8
S2386,Ruby,Young,9,6,95.7,92.9,91.9,88.6,92.2,92.7
S2387,James,Ali,11,3,70.7,87.1,95.7,86.7,81.8,100.0
S2388,Hannah,Johnson,11,6,58.3,51.2,51.3,71.5,52.8,91.1
S2389,Grace,White,12,1,97.1,86.1,78.3,83.1,99.4,90.2
S2390,Isabella,Patel,12,4,93.3,92.6,100.0,100.0,90.7,95.6
S2391,Nina,Moore,9,1,94.5,66.7,86.9,99.3,97.3,100.0
S2392,Theo,Walker,12,3,81.8,79.2,84.2,97.9,87.6,90.6
S2393,Dylan,Johnson,12,4,100.0,100.0,90.2,98.6,100.0,92.2
S2394,Mateo,Ali,11,3,72.6,66.1,73.1,81.2,71.4,96.6
S2395,Adam,Anderson,11,4,60.7,55.9,71.4,62.9,47.9,84.6
S2396,Lily,Moore,11,2,67.5,65.6,58.9,68.3,71.6,90.6
S2397,Ethan,Havel,10,5,70.5,74.0,88.2,74.7,66.3,95.7
S2398,Maya,Havel,10,3,91.4,83.3,89.8,100.0,100.0,85.6
S2399,Natalie,Ali,9,3,70.7,83.3,87.9,84.8,87.1,92.5
S2400,Noah,Hall,12,6,66.4,90.6,84.7,86.7,83.3,99.8
S2401,Aria,White,11,4,75.6,81.1,71.6,81.8,77.8,93.4
S2402,Ruby,Wilson,9,5,85.3,76.6,69.4,71.3,57.8,83.2
S2403,Adam,Havel,9,3,69.7,58.7,49.9,72.4,77.1,92.0
S2404,Nina,Brown,11,5,93.6,97.3,88.5,98.9,93.7,94.5
S2405,Owen,Garcia,10,4,82.0,91.6,93.5,94.8,86.2,100.0
S2406,Mateo,Rodriguez,12,2,66.7,82.7,66.8,86.9,76.7,90.2
S2407,Jonas,Young,9,4,71.7,63.6,66.1,66.8,77.5,87.4
S2408,Maya,Thomas,10,1,57.2,53.2,69.3,58.1,64.8,95.6
S2409,Mila,Klein,11,5,72.0,75.7,89.9,83.3,84.7,89.6
S2410,Natalie,Smith,11,4,73.9,75.5,69.9,78.3,69.4,91.2
S2411,Ethan,Novak,9,1,50.2,54.3,49.3,50.5,62.8,89.7
S2412,Grace,Clark,10,6,58.9,61.3,58.4,63.7,51.6,100.0
S2413,Caleb,Nguyen,9,5,80.2,94.9,72.5,91.1,87.0,96.8
S2414,Max,Jackson,10,2,65.9,68.8,60.5,78.2,75.8,90.8
S2415,Ben,Young,12,6,69.2,57.0,65.5,71.2,84.3,94.6
S2416,Caleb,Smith,11,3,33.3,28.6,26.2,35.5,42.0,95.9
S2417,Ivy,Garcia,12,5,84.4,76.6,94.3,96.6,85.2,98.3
S2418,Ruby,Taylor,11,1,74.2,81.2,66.7,81.3,88.1,93.6
S2419,Isabella,Taylor,10,1,94.1,84.9,87.6,95.0,87.3,96.1
S2420,Amelia,Chen,10,6,88.3,96.9,80.7,93.4,85.1,87.2
S2421,Jonas,Young,12,1,95.5,64.3,84.2,81.3,84.9,87.8
S2422,Sofia,Jackson,9,6,81.9,74.4,76.7,73.9,77.1,92.5
S2423,Sofia,Anderson,12,4,82.3,76.8,71.5,71.8,82.9,97.5
S2424,Noah,Anderson,12,3,86.5,97.2,100.0,88.3,93.6,93.4
S2425,Theo,Ali,10,2,100.0,100.0,100.0,98.5,100.0,87.9
S2426,Grace,Garcia,9,3,72.0,79.5,80.6,95.7,84.4,96.9
S2427,Amelia,Lee,9,1,74.7,78.9,69.8,70.5,87.1,91.0
S2428,Maya,Nguyen,12,1,76.9,70.9,62.7,66.3,56.3,94.5
S2429,Chloe,Jackson,9,3,73.3,93.6,89.2,96.2,86.2,94.7
S2430,Jonas,Anderson,11,1,97.9,88.3,100.0,100.0,100.0,90.9
S2431,Leo,Novak,9,2,83.8,100.0,98.4,100.0,100.0,85.7
S2432,Maya,Anderson,11,6,87.3,57.2,71.5,69.0,60.6,94.2
S2433,Daniel,Johnson,11,2,90.3,82.8,100.0,99.1,91.6,91.8
S2434,Noah,Walker,10,5,92.9,95.6,100.0,100.0,100.0,96.8
S2435,Leo,Dvorak,10,3,64.3,74.9,56.7,57.4,54.3,97.5
S2436,Jack,Klein,9,5,71.5,59.7,61.0,54.8,78.7,96.8
S2437,Mila,Thomas,12,6,99.0,100.0,96.2,100.0,100.0,96.7
S2438,Jonas,Martinez,11,5,80.7,62.8,79.3,65.0,71.1,93.9
S2439,Jack,Brown,11,2,89.8,96.3,87.3,89.8,84.6,95.1
S2440,Isabella,Harris,10,2,100.0,98.6,100.0,100.0,100.0,100.0
S2441,Lukas,Wilson,9,5,85.8,74.7,63.6,62.6,71.2,90.4
S2442,Sofia,Smith,9,4,50.6,35.7,51.2,66.9,58.9,95.7
S2443,Ava,Lee,11,4,62.9,62.2,77.2,83.2,75.6,95.6
S2444,Zara,Lee,12,1,60.8,74.9,72.4,72.5,80.7,95.1
S2445,Grace,Svoboda,10,4,78.1,93.7,99.1,100.0,95.1,88.3
S2446,Ava,Havel,12,6,79.5,70.8,89.0,86.2,73.6,97.6
S2447,Noah,Novak,10,2,89.1,83.5,76.0,85.2,92.9,90.1
S2448,Jack,Lee,11,1,55.0,59.9,53.0,55.5,52.4,92.5
S2449,Max,Chen,9,5,67.9,57.7,63.7,74.0,70.1,86.4
S2450,Mila,Jackson,10,1,81.6,70.5,64.6,64.5,71.8,89.6
S2451,Ruby,Svoboda,10,4,80.6,69.7,92.2,81.7,64.1,100.0
S2452,Ivy,Svoboda,11,4,98.7,81.7,91.8,97.6,91.9,92.1
S2453,Max,Young,12,6,67.0,58.9,58.3,40.6,57.3,97.1
S2454,Adam,Patel,10,5,58.6,67.8,73.1,60.6,41.4,89.1
S2455,Mia,Novak,9,4,63.5,80.4,74.0,72.2,82.7,98.2
S2456,Dylan,Thomas,10,6,81.6,76.6,79.4,84.2,72.9,90.9
S2457,Aria,Hall,9,2,82.1,87.2,92.2,100.0,96.4,98.0
S2458,Mia,Taylor,11,4,67.4,75.4,90.5,75.6,86.8,92.6
S2459,Zara,Thomas,11,3,78.9,78.5,92.7,93.4,95.3,95.5
S2460,Mia,Wilson,9,3,76.5,68.4,74.2,60.8,79.4,98.1
S2461,Noah,Dvorak,11,2,78.8,94.6,98.4,96.9,99.5,94.9
S2462,Mia,White,12,6,95.9,100.0,96.6,66.1,80.5,89.0
S2463,Lukas,Patel,9,4,63.8,75.1,68.4,74.4,59.8,96.2
S2464,Ella,Rodriguez,11,1,65.0,70.1,74.7,67.9,76.3,96.4
S2465,James,Taylor,10,2,71.8,79.8,85.1,80.0,82.1,88.7
S2466,Sofia,Svoboda,10,2,99.3,99.4,100.0,97.9,91.5,90.1
S2467,Caleb,Svoboda,12,4,77.6,84.1,77.0,89.6,100.0,85.1
S2468,Daniel,Brown,12,5,89.1,85.1,100.0,100.0,89.8,97.9
S2469,Ethan,Martinez,10,5,91.7,72.4,95.0,83.5,89.9,97.5
S2470,Owen,Dvorak,9,3,61.4,48.0,51.7,51.8,63.2,92.1
S2471,Elena,Johnson,9,3,71.2,47.7,58.7,63.5,69.8,87.0
S2472,Elena,Thomas,12,5,91.8,93.6,87.4,72.3,73.9,93.6
S2473,Liam,Dvorak,12,3,72.7,58.9,58.2,62.0,43.6,98.6
S2474,Ava,Lee,12,6,61.9,82.7,68.8,80.7,75.1,97.3
S2475,Lily,Martin,11,4,82.0,63.1,80.7,62.4,50.5,95.8
S2476,Adam,Martin,11,1,62.8,64.0,58.5,74.8,48.2,83.3
S2477,Caleb,Smith,11,1,100.0,85.9,94.2,84.4,94.2,93.7
S2478,Adam,Svoboda,10,4,82.3,84.6,94.6,99.1,88.9,95.6
S2479,Jonas,Young,9,2,83.8,82.1,76.6,65.0,74.6,79.0
S2480,Emma,Martin,12,5,81.7,83.3,90.7,86.4,80.9,87.8
S2481,Nina,Garcia,11,4,92.5,84.4,92.0,79.2,80.9,94.4
S2482,Caleb,Clark,11,4,60.1,56.2,54.5,61.3,52.5,90.1
S2483,James,Klein,11,5,80.7,81.1,89.1,93.0,81.7,94.0
S2484,James,Clark,10,1,84.1,69.6,80.4,61.8,63.4,90.1
S2485,Ella,Thomas,9,3,77.5,71.7,84.5,75.8,79.5,100.0
S2486,Lukas,Dvorak,10,5,80.0,75.2,67.2,75.1,81.0,90.9
S2487,Leo,Smith,9,2,49.6,51.8,62.0,52.9,46.4,97.4
S2488,Caleb,Brown,11,1,68.2,58.3,66.7,61.9,48.5,95.3
S2489,Ivy,Jackson,12,6,85.4,88.3,74.1,64.2,75.8,99.2
S2490,Owen,Rodriguez,9,1,90.8,100.0,84.4,90.9,97.2,98.1
S2491,Ruby,Novak,12,4,71.6,80.1,83.6,74.0,71.1,92.3
S2492,Nina,Chen,9,1,88.0,84.6,91.0,88.2,86.3,97.3
S2493,Zara,Hall,10,5,75.3,70.7,72.6,70.1,57.3,100.0
S2494,Theo,Rodriguez,9,6,79.7,61.5,91.9,90.6,72.6,91.9
S2495,Noah,Thomas,10,1,92.2,77.2,91.4,81.7,79.7,80.3
S2496,Lukas,Svoboda,12,2,72.6,71.3,70.7,70.8,75.1,87.9
S2497,Ava,Martin,9,5,76.0,71.8,71.5,75.9,72.6,98.8
S2498,Caleb,Brown,11,4,62.1,51.7,70.9,68.5,50.8,98.4
S2499,Nina,Ali,9,4,100.0,100.0,94.3,96.4,89.6,86.6
S2500,Liam,Hall,11,1,93.6,69.2,78.5,82.0,78.9,92.2
